route_id,trip_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,bikes_allowed
generated_0,412,0,,,,1,,,,,
generated_0,413,0,,,,1,,,,,
generated_0,414,0,,,,1,,,,,
generated_0,415,0,,,,1,,,,,
generated_0,416,0,,,,1,,,,,
generated_0,417,0,,,,1,,,,,
generated_0,418,0,,,,1,,,,,
generated_0,419,0,,,,1,,,,,
generated_0,420,0,,,,1,,,,,
generated_0,421,0,,,,1,,,,,
generated_0,422,0,,,,1,,,,,
generated_0,423,0,,,,1,,,,,
generated_0,424,0,,,,1,,,,,
generated_0,425,0,,,,1,,,,,
generated_0,426,0,,,,1,,,,,
generated_0,427,0,,,,1,,,,,
generated_0,428,0,,,,1,,,,,
generated_0,429,0,,,,1,,,,,
generated_0,430,0,,,,1,,,,,
generated_0,431,0,,,,1,,,,,
